GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW21,GW22,GW23,GW24,GW24*,GW25,GW25*,GW26,GW26*,GW27,GW27*,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
106.75186738371849,128.17488461732864,66.82920344173908,66.71310849487782,62.452049273997545,60.10015532374382,20.362598076462746,60.492672584950924,60.421598982065916,80.84758073091507,40.933480486273766,175.3226924687624,64.78066677227615,39.065853506326675,41.5331456810236,124.36885423958302,344.0534893423319,24.941551685333252,171.11915051937103,,240.17881751060486,43.16405840218068,58.158154878765345,51.65090225636959,173.03292658179998,,18.379295617341995,,50.6284948438406,,108.68965461850166,,79.13640514016151,,,,,,,,,,
,80.52702732384205,199.10911228507757,295.6977631896734,79.27658706903458,102.14469842612743,154.80762347579002,187.56745904684067,101.63215268403292,148.54960702359676,,31.906485930085182,118.71603364124894,177.21414137631655,276.6842842102051,68.29404458403587,138.26928287744522,,33.89302119612694,106.37544952332973,239.5311325788498,63.620124757289894,62.20927219837903,104.99160327017307,10.784913878887892,,105.95181528478861,,69.85515169799328,137.82248869538307,66.53803512454033,,71.41979346051812,,,,,,,,,,
136.56535185873508,98.39797206223012,207.12355002760887,30.649692192673683,74.17681450024247,49.162191059440374,32.44568984955549,132.79752135276794,136.25235855579376,60.658774338662624,107.49239716678858,75.39297882467508,32.9106081277132,161.66458781808615,42.71235968917608,64.61133491247892,101.53065491467714,16.268745437264442,104.10235226154329,,222.90324307978153,177.38595800474286,99.03734363615513,52.790468372404575,200.0209555029869,,182.01270028948784,,84.22916121780871,,68.44965629279613,,79.10196129232645,,,,,,,,,,
,129.35589775443077,13.135961815714836,41.693295538425446,66.8605424463749,81.95622749626638,39.28429111838341,21.665652468800545,84.15143489837646,20.837725698947906,70.5862458795309,73.10151979327202,25.478735752403736,96.34480476379395,149.78646514937282,90.25877267122269,,40.64824804663658,23.728343099355698,28.636349737644196,66.80151112377644,39.07143175601959,4.891552776098251,164.55463329330087,135.58469414710999,80.79036697745323,49.874731339514256,,45.05549892783165,80.29372896999121,51.578885316848755,,58.573512732982635,,,,,,,,,,
50.94561744481325,7.272751349955798,147.90027202107012,91.52754917740822,93.93945187330246,13.461105339229107,100.99185239523649,256.26725628972054,174.83630701899529,90.12127220630646,412.3109199106693,34.09583047032356,92.35907224938273,233.21669697761536,132.67522230744362,55.71284778416157,53.964270837605,,121.54016122221947,44.9497751891613,63.06424401700497,134.9945317953825,142.84378476440907,82.1306062862277,138.15894797444344,,62.05273484811186,,106.94680213928223,114.83594262972474,152.63225119560957,,85.5869647115469,,,,,,,,,,
139.56860154867172,98.83390078321099,36.615283228456974,10.324854403734207,0.0,264.6043609827757,35.55351532995701,117.68751870840788,105.29842227697372,36.45337978377938,166.36402383446693,98.12823869287968,106.1503529548645,48.170513659715645,36.663227807730436,32.13476464152336,51.32587570697069,46.235851012170315,5.158357694745065,,62.90332153439522,82.56790470331907,76.76957845687866,37.02782839536667,46.84704169631004,,17.988598719239235,,3.743526898324489,55.25775402784347,52.43733339011669,,11.91127113997936,,,,,,,,,,
72.47762270271778,212.7938911318779,127.77639757841824,232.20882155001163,132.46243009343743,21.583406627178192,69.28628571331501,30.023825541138653,160.9312653541565,124.74254332482815,223.76044988632202,42.42688063532114,54.9613106995821,42.5531392917037,48.7902769818902,,32.43661876767874,32.3444776237011,,,34.95444431900978,39.700840041041374,188.58996853232384,77.60976888239384,21.707846224308014,13.211026042699814,69.6515142917633,,126.22952312231064,100.68136565387249,15.659650135785341,,165.74405003339052,,,,,,,,,,
10.017142072319984,66.91112071275711,47.711561899632215,86.62728257477283,33.237871155142784,66.93285461515188,88.52163627743721,75.98286662250757,110.91123446822166,122.13816605508327,28.104402311146263,99.29095534607768,42.69939064979553,84.89042203873396,73.0582445859909,,,85.08459758013487,28.030514530837536,61.18520461022854,46.366067603230476,151.07015185058117,72.07735003903508,127.42077149450779,132.14530358090997,59.44706313312054,29.823315609246492,,71.18585761636496,110.45587658882141,55.91980367898941,,44.949915446341045,,,,,,,,,,
75.26502925902605,75.68478286266327,58.370426297187805,38.79064470529556,39.65250328183174,68.09411216527224,167.0330684632063,39.2223346978426,79.65174056589603,57.31183178722858,71.13990820944309,115.92718251049519,75.31282436102629,97.20794195309281,34.18154567480087,71.70172892510891,67.63346195220947,,166.1950282752514,114.49014935642481,51.26624032855034,106.99360761791468,164.27655424922705,37.01958991587162,102.65939831733704,,58.32093395292759,,17.797670885920525,118.47381684929132,102.66022365540266,,341.4260806515813,,,,,,,,,,
16.28376767039299,53.726231306791306,142.81957671046257,147.6188663393259,54.514698684215546,208.35385788232088,167.65175685286522,72.32143264263868,157.85465240478516,310.2008782327175,89.67255353927612,53.123340010643005,220.44816482812166,126.27876698970796,126.32874175906181,144.9065126478672,101.20052769780159,,16.646812669932842,,75.19618645310402,181.4100183546543,57.37177189439536,163.68040964007378,74.5587108656764,,180.4490792565048,169.76265385746956,96.53230737894773,,113.39847519993782,,27.262852899730206,,,,,,,,,,
