code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,pulse_id,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
2367713,,False,False,176,,0,False,93496,,[],4,5,,13,3,
2367538,1.0,True,True,1,2023-08-11T19:00:00Z,90,False,93321,True,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 355}, {'value': 1, 'element': 365}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 343}, {'value': 1, 'element': 365}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': [{'value': 1, 'element': 184}]}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 352}], 'h': [{'value': 5, 'element': 596}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 355}, {'value': 2, 'element': 365}, {'value': 1, 'element': 342}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 56, 'element': 355}, {'value': 42, 'element': 365}, {'value': 32, 'element': 342}, {'value': 27, 'element': 352}, {'value': 26, 'element': 369}, {'value': 25, 'element': 343}, {'value': 25, 'element': 358}, {'value': 23, 'element': 341}, {'value': 18, 'element': 356}, {'value': 11, 'element': 344}, {'value': 7, 'element': 616}, {'value': 6, 'element': 353}, {'value': 4, 'element': 349}, {'value': 4, 'element': 357}, {'value': 3, 'element': 360}, {'value': 1, 'element': 362}], 'h': [{'value': 22, 'element': 596}, {'value': 18, 'element': 160}, {'value': 12, 'element': 157}, {'value': 12, 'element': 165}, {'value': 12, 'element': 173}, {'value': 10, 'element': 176}, {'value': 8, 'element': 594}, {'value': 6, 'element': 182}, {'value': 5, 'element': 168}, {'value': 5, 'element': 475}, {'value': 4, 'element': 605}, {'value': 3, 'element': 161}, {'value': 3, 'element': 600}, {'value': -1, 'element': 159}, {'value': -6, 'element': 184}]}]",13,2,3.0,6,5,0.0
2367540,1.0,True,True,2,2023-08-12T12:00:00Z,90,False,93322,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 437}], 'h': [{'value': 1, 'element': 13}, {'value': 1, 'element': 19}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 378}], 'h': [{'value': 1, 'element': 12}, {'value': 1, 'element': 20}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 453}, {'value': 1, 'element': 604}], 'h': [{'value': 1, 'element': 29}, {'value': 1, 'element': 585}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 28}], 'h': [{'value': 1, 'element': 17}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 437}], 'h': [{'value': 3, 'element': 19}, {'value': 2, 'element': 13}]}, {'identifier': 'bps', 'a': [{'value': 26, 'element': 437}, {'value': 20, 'element': 28}, {'value': 17, 'element': 378}, {'value': 14, 'element': 439}, {'value': 10, 'element': 436}, {'value': 10, 'element': 469}, {'value': 9, 'element': 604}, {'value': 8, 'element': 442}, {'value': 8, 'element': 447}, {'value': 8, 'element': 455}, {'value': 4, 'element': 467}, {'value': 3, 'element': 468}, {'value': 2, 'element': 451}, {'value': 2, 'element': 470}, {'value': -2, 'element': 453}], 'h': [{'value': 37, 'element': 19}, {'value': 26, 'element': 13}, {'value': 23, 'element': 12}, {'value': 22, 'element': 20}, {'value': 18, 'element': 15}, {'value': 18, 'element': 540}, {'value': 11, 'element': 6}, {'value': 11, 'element': 14}, {'value': 10, 'element': 17}, {'value': 9, 'element': 25}, {'value': 8, 'element': 26}, {'value': 8, 'element': 29}, {'value': 3, 'element': 585}, {'value': 2, 'element': 5}]}]",16,4,1.0,1,2,2.0
2367539,1.0,True,True,3,2023-08-12T14:00:00Z,90,False,93323,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 526}], 'h': [{'value': 1, 'element': 85}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 542}], 'h': [{'value': 1, 'element': 82}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 523}, {'value': 1, 'element': 526}, {'value': 1, 'element': 532}, {'value': 1, 'element': 539}], 'h': [{'value': 1, 'element': 75}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 524}], 'h': [{'value': 1, 'element': 77}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 526}, {'value': 2, 'element': 542}], 'h': [{'value': 1, 'element': 85}]}, {'identifier': 'bps', 'a': [{'value': 29, 'element': 526}, {'value': 24, 'element': 542}, {'value': 16, 'element': 524}, {'value': 12, 'element': 528}, {'value': 11, 'element': 539}, {'value': 10, 'element': 544}, {'value': 8, 'element': 522}, {'value': 8, 'element': 532}, {'value': 8, 'element': 534}, {'value': 7, 'element': 525}, {'value': 5, 'element': 523}, {'value': 3, 'element': 537}, {'value': 2, 'element': 527}, {'value': 1, 'element': 535}], 'h': [{'value': 22, 'element': 85}, {'value': 17, 'element': 643}, {'value': 13, 'element': 63}, {'value': 13, 'element': 81}, {'value': 11, 'element': 77}, {'value': 11, 'element': 82}, {'value': 11, 'element': 89}, {'value': 11, 'element': 595}, {'value': 9, 'element': 83}, {'value': 8, 'element': 65}, {'value': 4, 'element': 64}, {'value': 2, 'element': 72}, {'value': 2, 'element': 75}, {'value': 2, 'element': 76}, {'value': 1, 'element': 62}, {'value': 1, 'element': 69}]}]",19,2,1.0,3,2,1.0
2367541,1.0,True,True,4,2023-08-12T14:00:00Z,90,False,93324,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 326}], 'h': [{'value': 1, 'element': 122}, {'value': 1, 'element': 132}, {'value': 1, 'element': 135}, {'value': 1, 'element': 140}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 631}], 'h': [{'value': 1, 'element': 131}, {'value': 1, 'element': 143}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 315}, {'value': 1, 'element': 602}], 'h': [{'value': 1, 'element': 131}, {'value': 1, 'element': 143}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 8, 'element': 614}], 'h': [{'value': 2, 'element': 148}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 326}, {'value': 1, 'element': 614}], 'h': [{'value': 3, 'element': 131}, {'value': 1, 'element': 135}, {'value': 1, 'element': 140}, {'value': 1, 'element': 143}]}, {'identifier': 'bps', 'a': [{'value': 28, 'element': 326}, {'value': 26, 'element': 614}, {'value': 16, 'element': 553}, {'value': 10, 'element': 316}, {'value': 10, 'element': 575}, {'value': 10, 'element': 631}, {'value': 9, 'element': 52}, {'value': 9, 'element': 602}, {'value': 7, 'element': 340}, {'value': 6, 'element': 315}, {'value': 5, 'element': 314}, {'value': 4, 'element': 586}, {'value': 3, 'element': 317}, {'value': 3, 'element': 328}, {'value': 2, 'element': 321}, {'value': -2, 'element': 582}], 'h': [{'value': 34, 'element': 131}, {'value': 26, 'element': 135}, {'value': 26, 'element': 140}, {'value': 26, 'element': 143}, {'value': 25, 'element': 132}, {'value': 20, 'element': 122}, {'value': 19, 'element': 150}, {'value': 18, 'element': 134}, {'value': 18, 'element': 148}, {'value': 16, 'element': 142}, {'value': 12, 'element': 128}, {'value': 10, 'element': 129}, {'value': 5, 'element': 154}, {'value': 4, 'element': 133}, {'value': 2, 'element': 130}, {'value': 2, 'element': 151}]}]",12,3,1.0,5,2,4.0
2367542,1.0,True,True,5,2023-08-12T14:00:00Z,90,False,93325,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 270}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 267}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 285}, {'value': 1, 'element': 591}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 9, 'element': 275}], 'h': [{'value': 1, 'element': 263}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 275}, {'value': 2, 'element': 271}, {'value': 1, 'element': 281}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 46, 'element': 275}, {'value': 30, 'element': 271}, {'value': 28, 'element': 281}, {'value': 25, 'element': 283}, {'value': 24, 'element': 285}, {'value': 21, 'element': 270}, {'value': 15, 'element': 276}, {'value': 13, 'element': 282}, {'value': 13, 'element': 288}, {'value': 10, 'element': 267}, {'value': 6, 'element': 278}, {'value': 4, 'element': 268}, {'value': -3, 'element': 558}], 'h': [{'value': 18, 'element': 261}, {'value': 16, 'element': 257}, {'value': 15, 'element': 254}, {'value': 12, 'element': 250}, {'value': 10, 'element': 263}, {'value': 10, 'element': 588}, {'value': 9, 'element': 256}, {'value': 8, 'element': 265}, {'value': 7, 'element': 249}, {'value': 3, 'element': 624}, {'value': 2, 'element': 601}, {'value': 1, 'element': 262}, {'value': -4, 'element': 258}]}]",10,2,1.0,9,2,0.0
2367544,1.0,True,True,7,2023-08-12T14:00:00Z,90,False,93327,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 225}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 221}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 471}, {'value': 1, 'element': 490}, {'value': 1, 'element': 587}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 230}], 'h': [{'value': 7, 'element': 482}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 220}, {'value': 2, 'element': 234}, {'value': 1, 'element': 225}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 220}, {'value': 29, 'element': 234}, {'value': 27, 'element': 225}, {'value': 26, 'element': 228}, {'value': 22, 'element': 230}, {'value': 21, 'element': 226}, {'value': 21, 'element': 242}, {'value': 14, 'element': 221}, {'value': 12, 'element': 223}, {'value': 12, 'element': 231}, {'value': 9, 'element': 240}, {'value': 3, 'element': 241}], 'h': [{'value': 22, 'element': 482}, {'value': 13, 'element': 480}, {'value': 11, 'element': 488}, {'value': 10, 'element': 484}, {'value': 10, 'element': 576}, {'value': 6, 'element': 473}, {'value': 6, 'element': 474}, {'value': 6, 'element': 489}, {'value': 4, 'element': 471}, {'value': 4, 'element': 592}, {'value': 3, 'element': 655}, {'value': 3, 'element': 656}, {'value': 2, 'element': 638}, {'value': 1, 'element': 593}, {'value': -2, 'element': 587}, {'value': -5, 'element': 490}]}]",8,2,1.0,17,2,0.0
2367543,1.0,True,True,6,2023-08-12T16:30:00Z,90,False,93326,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 599}], 'h': [{'value': 2, 'element': 415}, {'value': 1, 'element': 429}, {'value': 1, 'element': 433}, {'value': 1, 'element': 603}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 60}], 'h': [{'value': 1, 'element': 405}, {'value': 1, 'element': 412}, {'value': 1, 'element': 423}, {'value': 1, 'element': 603}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 36}, {'value': 1, 'element': 42}, {'value': 1, 'element': 43}, {'value': 1, 'element': 49}], 'h': [{'value': 1, 'element': 405}, {'value': 1, 'element': 406}, {'value': 1, 'element': 412}, {'value': 1, 'element': 429}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 7, 'element': 49}], 'h': [{'value': 5, 'element': 424}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 415}, {'value': 2, 'element': 603}, {'value': 1, 'element': 405}]}, {'identifier': 'bps', 'a': [{'value': 26, 'element': 599}, {'value': 18, 'element': 49}, {'value': 18, 'element': 60}, {'value': 16, 'element': 48}, {'value': 13, 'element': 42}, {'value': 12, 'element': 584}, {'value': 10, 'element': 43}, {'value': 10, 'element': 47}, {'value': 6, 'element': 41}, {'value': 6, 'element': 50}, {'value': 5, 'element': 51}, {'value': 3, 'element': 38}, {'value': 3, 'element': 54}, {'value': 3, 'element': 58}, {'value': 1, 'element': 36}, {'value': -1, 'element': 34}], 'h': [{'value': 51, 'element': 415}, {'value': 36, 'element': 603}, {'value': 27, 'element': 405}, {'value': 25, 'element': 429}, {'value': 22, 'element': 430}, {'value': 21, 'element': 433}, {'value': 20, 'element': 402}, {'value': 19, 'element': 423}, {'value': 18, 'element': 412}, {'value': 18, 'element': 424}, {'value': 14, 'element': 427}, {'value': 13, 'element': 416}, {'value': 9, 'element': 407}, {'value': 6, 'element': 406}, {'value': 3, 'element': 403}, {'value': 3, 'element': 421}]}]",2,4,1.0,15,3,5.0
2367545,1.0,True,True,8,2023-08-13T13:00:00Z,90,False,93328,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 497}, {'value': 1, 'element': 511}], 'h': [{'value': 1, 'element': 108}, {'value': 1, 'element': 119}]}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 504}], 'h': [{'value': 1, 'element': 103}, {'value': 1, 'element': 106}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 504}, {'value': 1, 'element': 512}, {'value': 1, 'element': 515}, {'value': 1, 'element': 520}], 'h': [{'value': 1, 'element': 104}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 520}], 'h': [{'value': 4, 'element': 101}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 504}, {'value': 1, 'element': 497}], 'h': [{'value': 3, 'element': 119}]}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 504}, {'value': 27, 'element': 497}, {'value': 20, 'element': 493}, {'value': 20, 'element': 639}, {'value': 16, 'element': 519}, {'value': 15, 'element': 511}, {'value': 15, 'element': 520}, {'value': 12, 'element': 501}, {'value': 9, 'element': 512}, {'value': 8, 'element': 507}, {'value': 8, 'element': 515}, {'value': 5, 'element': 516}, {'value': 4, 'element': 513}, {'value': 3, 'element': 509}], 'h': [{'value': 33, 'element': 119}, {'value': 20, 'element': 103}, {'value': 17, 'element': 101}, {'value': 16, 'element': 96}, {'value': 14, 'element': 108}, {'value': 14, 'element': 112}, {'value': 9, 'element': 106}, {'value': 9, 'element': 110}, {'value': 8, 'element': 121}, {'value': 7, 'element': 90}, {'value': 7, 'element': 104}, {'value': 6, 'element': 105}, {'value': 5, 'element': 114}, {'value': 4, 'element': 98}, {'value': 3, 'element': 92}, {'value': -1, 'element': 115}]}]",18,3,2.0,4,3,2.0
2367546,1.0,True,True,9,2023-08-13T15:30:00Z,90,False,93329,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 303}], 'h': [{'value': 1, 'element': 611}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 308}], 'h': [{'value': 1, 'element': 195}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 290}, {'value': 1, 'element': 294}, {'value': 1, 'element': 304}], 'h': [{'value': 1, 'element': 196}, {'value': 1, 'element': 199}, {'value': 1, 'element': 211}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 291}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 303}], 'h': [{'value': 3, 'element': 611}, {'value': 2, 'element': 195}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 303}, {'value': 17, 'element': 309}, {'value': 16, 'element': 291}, {'value': 16, 'element': 307}, {'value': 15, 'element': 308}, {'value': 14, 'element': 302}, {'value': 13, 'element': 304}, {'value': 13, 'element': 313}, {'value': 7, 'element': 290}, {'value': 6, 'element': 295}, {'value': 5, 'element': 297}, {'value': 3, 'element': 293}, {'value': 3, 'element': 294}, {'value': 3, 'element': 628}, {'value': 1, 'element': 300}], 'h': [{'value': 27, 'element': 611}, {'value': 24, 'element': 195}, {'value': 19, 'element': 197}, {'value': 19, 'element': 217}, {'value': 18, 'element': 199}, {'value': 15, 'element': 206}, {'value': 14, 'element': 202}, {'value': 9, 'element': 145}, {'value': 8, 'element': 216}, {'value': 5, 'element': 210}, {'value': 4, 'element': 196}, {'value': 4, 'element': 609}, {'value': 4, 'element': 613}, {'value': 3, 'element': 203}, {'value': -6, 'element': 211}]}]",11,3,1.0,7,4,1.0
