chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,full_name
75.0,75.0,80201,0,0,-4,4,0,1,0.4,0.0,0,Bernd,0.0,1,False,Groin Injury - 75% chance of playing,2021-12-06T23:00:13.342729Z,46,80201.jpg,1.3,Leno,0.9,False,,d,1,3,4,60634,32,180016,486,0.0,0.9,Leno,270,0,0,0,9,0,0,0,0,0,9,0,48,79.0,0.0,0.0,7.9,315,25,604,65,587,59,375,25,,,,,,,Bernd Leno
0.0,0.0,115918,0,0,0,0,0,1,0.0,0.0,0,Rúnar Alex,0.0,2,False,Joined OH Leuven on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.069158Z,40,115918.jpg,0.0,Rúnarsson,0.7,False,,u,1,3,0,19017,0,68161,251,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,44,457,23,418,14,475,44,,,,,,,Rúnar Alex Rúnarsson
0.0,0.0,47431,0,0,-2,2,0,3,0.0,0.0,0,Willian,0.0,3,False,Transferred to Corinthians,2021-08-20T09:30:14.065783Z,63,47431.jpg,0.0,Borges Da Silva,0.1,False,,u,1,3,0,914,0,20310,10,0.0,0.0,Willian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,651,265,650,265,650,265,651,265,,,,,,,Willian Borges Da Silva
100.0,0.0,54694,0,0,-4,4,0,4,1.5,0.0,0,Pierre-Emerick,1.0,4,False,,2021-12-14T12:00:15.737242Z,96,54694.jpg,3.1,Aubameyang,2.0,False,,a,1,3,44,731391,1258,822103,9564,0.1,4.6,Aubameyang,1036,4,1,6,16,0,0,2,3,0,0,7,131,217.6,132.4,582.0,92.9,131,14,139,23,8,4,37,11,,,,,1.0,,Pierre-Emerick Aubameyang
,,58822,0,0,-3,3,0,2,0.5,0.0,0,Cédric,0.0,5,False,,,42,58822.jpg,0.3,Soares,0.2,False,,a,1,3,1,12060,49,23517,78,0.0,0.2,Cédric,188,0,0,0,7,0,0,0,1,0,0,0,21,30.8,36.1,1.0,6.8,376,142,287,89,393,147,383,138,,,,,,,Cédric Soares
100.0,100.0,59966,0,0,-2,2,0,4,3.2,2.7,3,Alexandre,2.7,6,False,,2021-08-13T14:30:14.582063Z,83,59966.jpg,2.3,Lacazette,2.0,False,,a,1,3,28,143619,21378,190275,1771,0.3,3.4,Lacazette,608,2,1,4,5,0,0,1,0,0,0,1,99,148.8,142.9,207.0,49.8,216,29,131,22,85,33,135,29,,,5.0,,2.0,,Alexandre Lacazette
100.0,100.0,84450,0,0,-2,2,0,3,1.7,1.2,3,Granit,1.2,7,False,,2021-09-26T22:30:11.256623Z,48,84450.jpg,1.6,Xhaka,0.3,False,,a,1,3,11,19032,327,78677,128,0.3,2.3,Xhaka,555,0,0,2,12,0,0,0,1,1,0,0,63,68.6,69.2,59.0,19.6,330,138,224,129,251,130,301,137,,,4.0,,,,Granit Xhaka
100.0,100.0,92371,0,0,-3,3,0,2,0.5,0.0,0,Pablo,0.0,8,False,,2021-10-26T22:00:11.791357Z,42,92371.jpg,0.5,Marí,0.1,False,,a,1,3,1,5329,19,13541,40,0.0,0.2,Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,339,131,357,129,360,129,374,133,,,,,,,Pablo Marí
0.0,0.0,98745,0,0,-2,2,0,2,0.0,0.0,0,Héctor,0.0,9,False,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,98745.jpg,0.0,Bellerín,0.2,False,,u,1,3,0,3737,0,69801,45,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,614,218,609,218,596,216,614,218,,,,,,,Héctor Bellerín
,,101184,0,0,-3,3,0,2,0.5,0.0,0,Calum,0.0,10,False,,,42,101184.jpg,0.5,Chambers,0.2,False,,a,1,3,1,9877,42,29615,75,0.0,0.2,Chambers,170,0,0,0,7,0,0,0,0,0,0,0,27,45.4,17.2,12.0,7.5,353,137,336,115,357,126,377,135,,,,,,,Calum Chambers
