GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW7*,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW20,GW21,GW22,GW23,GW24,GW25,GW26,GW27,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
16,8.0,10,14,9,18,3,,13,7,17,15,6,4,20,12,2,5,11.0,19,10,8,16,11,19,6,15,17,4,7,13,12,5,2,20,18,3,14,9
15,9.0,6,11,8,7,5,,20,19,12,16,10,18,3,13,1,4,17.0,14,6,9,15,17,14,10,16,12,18,19,20,13,4,1,3,7,5,11,8
19,11.0,18,4,7,5,1,,9,20,6,13,15,17,2,8,14,12,16.0,10,18,11,19,16,10,15,13,6,17,20,9,8,12,14,2,5,1,4,7
18,10.0,8,3,15,9,16,,14,6,7,19,11,1,12,5,17,2,,20,8,16,18,13,20,11,19,7,1,6,14,5,2,17,12,9,10,3,15
12,20.0,19,15,14,3,2,,11,13,10,9,17,16,7,4,6,1,8.0,18,19,20,12,8,18,17,9,10,16,13,11,4,1,6,7,3,2,15,14
13,,2,18,16,14,15,12.0,7,4,3,8,1,19,17,20,5,9,10.0,11,2,12,13,10,11,1,8,3,19,4,7,20,9,5,17,14,15,18,16
11,19.0,12,16,3,2,10,,6,1,4,18,13,15,5,14,9,17,20.0,8,12,10,11,20,8,13,18,4,15,1,6,14,17,9,5,2,19,16,3
17,1.0,4,20,2,10,14,,16,15,18,6,9,12,19,3,11,13,5.0,7,4,1,17,5,7,9,6,18,12,15,16,3,13,11,19,10,14,20,2
10,2.0,20,17,1,4,12,,3,11,19,5,8,14,16,15,7,6,18.0,13,20,2,10,18,13,8,5,19,14,11,3,15,6,7,16,4,12,17,1
9,4.0,1,13,12,8,7,,17,18,5,14,2,20,11,16,19,15,6.0,3,1,7,9,6,3,2,14,5,20,18,17,16,15,19,11,8,4,13,12
7,3.0,15,2,20,19,18,,5,9,16,12,4,13,10,17,8,14,1.0,6,15,3,7,1,6,4,12,16,13,9,5,17,14,8,10,19,18,2,20
5,,7,19,10,20,9,6.0,18,16,2,11,14,8,4,1,13,3,15.0,17,7,6,5,15,17,14,11,2,8,16,18,1,3,13,4,20,9,19,10
6,15.0,17,10,19,16,20,,1,5,14,3,7,11,18,2,12,8,,9,17,15,6,4,9,7,3,14,11,5,1,2,8,12,18,16,20,10,19
20,18.0,16,1,5,6,8,,4,17,13,10,12,9,15,7,3,11,19.0,2,16,18,20,19,2,12,10,13,9,17,4,7,11,3,15,6,8,1,5
2,13.0,11,5,4,17,6,,19,8,20,1,3,7,14,9,18,10,12.0,16,11,13,2,12,16,3,1,20,7,8,19,9,10,18,14,17,6,5,4
1,17.0,14,7,6,13,4,,8,12,11,2,19,5,9,10,20,18,3.0,15,14,4,1,3,15,19,2,11,5,12,8,10,18,20,9,13,17,7,6
8,16.0,13,9,18,15,19,,10,14,1,20,5,3,6,11,4,7,2.0,12,13,19,8,2,12,5,20,1,3,14,10,11,7,4,6,15,16,9,18
4,14.0,3,6,17,1,11,,12,10,8,7,20,2,13,19,15,16,9.0,5,3,14,4,9,5,20,7,8,2,10,12,19,16,15,13,1,11,6,17
3,7.0,5,12,13,11,17,,15,2,9,4,16,6,8,18,10,20,14.0,1,5,17,3,14,1,16,4,9,6,2,15,18,20,10,8,11,7,12,13
14,5.0,9,8,11,12,13,,2,3,15,17,18,10,1,6,16,19,7.0,4,9,5,14,7,4,18,17,15,10,3,2,6,19,16,1,12,13,8,11
